ID,GPU,Index_cellphones,Index_fpt,Index_tgdd,Comment_count,Price,Rating,Rating_count,Series,Brand,cpu_brand,cpu_code,ram_size,storage_size,displ_size,displ_rate,Battery,OS,P/N,displ_resolution,hdmi,Release_year,Surface,Weight,backlit_keyboard,lan,length,ram_upgradable,screen_technology,sd_card,storage_extra_slot,storage_type,headphone_jack,thickness,type_c,usb_a,width,Availabe_in,GPU_brand
530,amd radeon graphics,https://cellphones.com.vn/laptop-msi-modern-14-b5m-014vn.html,,,90,16690000,,0,modern14 b5m,msi,amd,5500u,8,512,14,60,39,windows 10,014vn,1920 x 1080,yes,,,1.3,yes,no,319,yes,ips,yes,no,ssd,no,16.9,yes,yes,220.2,1,amd
531,intel iris xe graphics,https://cellphones.com.vn/laptop-msi-modern-15-a11m-684vn.html,,,105,18190000,4,1,modern 15 a11m,msi,intel,1155g7,8,512,15.6,60,52,windows 10,684vn,1920 x 1080,yes,,plastic,1.6,yes,no,356.8,yes,ips,yes,yes,ssd,yes,16.9,yes,yes,233.75,1,intel
532,nvidia geforce gtx 1650,https://cellphones.com.vn/laptop-msi-prestige-14-a11scx-604vn.html,,,22,31760000,,0,prestige 14 a11scx-604vn,msi,intel,1185g7,16,512,14,60,52,windows 10,604vn,1920 x 1080,no,,,1.29,,no,,no,ips,no,,ssd,yes,,no,yes,,1,nvidia
533,intel iris xe graphics,https://cellphones.com.vn/laptop-msi-prestige-14-evo-206vn.html,,,78,22490000,,0,prestige 14 evo a11m-206vn,msi,intel,1135g7,8,512,14,60,52,windows 10,206vn,1920 x 1080,yes,,,1.29,,no,319,,,yes,,,yes,15.9,yes,yes,219,1,intel
534,nvidia geforce gtx 1650,https://cellphones.com.vn/laptop-msi-prestige-15-a11scx-210vn.html,,,0,43990000,,0,prestige 15 a11scx-210vn,msi,intel,1185g7,32,1024,15.6,60,82,windows 10,210vn,3840 x 2160,yes,,aluminum,1.69,yes,no,356.8,,,no,,ssd,no,16.9,yes,yes,233.7,1,nvidia
535,nvidia geforce gtx 1650,https://cellphones.com.vn/laptop-msi-prestige-15-a11scx-282vn.html,,,6,29990000,,0,prestige 14 a11scx-282vn,msi,intel,1185g7,8,512,14,60,52,windows 10,282vn,1920 x 1080,no,,,1.29,,no,319,no,ips,no,,ssd,yes,15.9,no,yes,219,1,nvidia
536,nvidia geforce rtx 3050,https://cellphones.com.vn/laptop-msi-summit-e16-flip-a11uct-030vn.html,,,2,,,0,summit e16 flip a11uct-030vn,msi,intel,1195g7,16,1024,16,60,82,windows 10,030vn,2560 x 1080,yes,,,1.9,yes,no,358.6,no,ips,yes,no,ssd,yes,16.85,yes,yes,257.8,1,nvidia
537,intel iris plus graphics 640,https://cellphones.com.vn/macbook-pro-13-touchbar-i5-1-4ghz-256gb-2020.html,,,98,30530000,5,1,macbook pro 13 touch bar 2020 i,apple,intel,i5,8,256,13.3,60,58,mac os,,2560 x 1600,no,2020,,1.4,,no,304.1,,,no,,ssd,no,15.6,yes,yes,212.4,1,intel
538,intel iris plus graphics 640,https://cellphones.com.vn/macbook-pro-13-touchbar-i5-1-4ghz-512gb-2020.html,,,17,32530000,,0,macbook pro 13 touch bar 2020 i,apple,intel,i5,8,512,13.3,60,58,mac os,,2560 x 1600,no,2020,,1.4,,no,304.1,,,no,,ssd,no,15.6,yes,yes,212.4,1,intel
539,m1 pro 14-core gpu,https://cellphones.com.vn/macbook-pro-14-inch-2021.html,,,95,52990000,5,1,macbook pro 2021,apple,apple,m1,16,512,14.2,120,,mac os,,3024 x 1964,yes,2021,,1.6,,no,312.6,,,yes,,ssd,yes,15.5,no,no,221.2,1,m1
540,m1 pro 16-core gpu,https://cellphones.com.vn/macbook-pro-14-inch-2021-1tb.html,,,11,65990000,,0,macbook pro 14 m1 pro 2021,apple,apple,m1 pro,16,1024,14.2,120,,mac os,,3024 x 1964,yes,2021,,1.6,,no,312.6,,,yes,,ssd,yes,15.5,no,no,221.2,1,m1
541,amd radeon pro 5300m,https://cellphones.com.vn/macbook-pro-16-inch-2019.html,,,3,53000000,,0,macbook pro 16 touch bar 2019,apple,intel,i7,16,512,16,60,100,mac os,mvvl2,3072 x 1920,no,2019,,2,,no,357.9,no,ips,no,,ssd,no,16.2,yes,yes,245.9,1,amd
542,,https://cellphones.com.vn/macbook-pro-16-inch-2021.html,,,11,65990000,,0,macbook pro 2021,apple,apple,m1,16,512,16.2,120,,mac os,,3456 x 2234,yes,2021,,2.1,,no,355.7,,,yes,,ssd,yes,16.8,no,no,248.1,1,
543,m1 pro 16-core gpu,https://cellphones.com.vn/macbook-pro-16-inch-2021-1tb.html,,,7,70990000,,0,macbook pro m1 pro 16 2021,apple,apple,m1,16,1024,16.2,120,,mac os,,3456 x 2234,yes,2021,,2.1,,no,355.7,,,yes,,ssd,yes,16.8,no,no,248.1,1,m1
544,m1 max 32-core gpu,https://cellphones.com.vn/macbook-pro-16-inch-2021-m1-max.html,,,9,92990000,,0,macbook pro 16 m1 max 2021,apple,apple,m1 max,32,1024,16.2,120,,mac os,,3456 x 2234,yes,2021,,2.1,,no,355.7,,,yes,,ssd,yes,16.8,no,no,248.1,1,m1
545,intel iris plus graphics,https://cellphones.com.vn/surface-laptop-3-core-i5-ram-8gb-ssd-128gb-13-5inch.html,,,48,,,0,surface laptop 3,microsoft,intel,1035g7,8,128,13.5,60,,windows 10,,2256 x 1504,no,,,1.2,,no,308,,,no,,ssd,yes,14.5,yes,yes,223,1,intel
546,intel iris plus graphics,https://cellphones.com.vn/surface-laptop-3-core-i5-ram-8gb-ssd-256gb-13-5inch.html,,,23,26990000,,0,surface laptop 3,microsoft,intel,1035g7,8,256,13.5,60,,windows 10,,2256 x 1504,no,,aluminum,1.2,,no,308,,,no,,ssd,yes,14.5,yes,yes,223,1,intel
547,amd radeon graphics,https://cellphones.com.vn/surface-laptop-4.html,,,39,26990000,,0,surface laptop 4,microsoft,amd,4680u,8,256,13.5,60,47,windows 10,,2256 x 1504,no,,,1.27,,no,308,,ips,yes,,,yes,14.5,yes,yes,223,1,amd
548,intel uhd graphics,https://cellphones.com.vn/surface-laptop-go-21k-00019.html,,,21,14990000,,0,surface laptop go 12.4,microsoft,intel,1035g1,4,64,12.4,60,,windows 10,21k-00019,1536 x 1024,no,,,1.11,,no,278.18,,ips,no,,,yes,15.69,yes,yes,205.67,1,intel
549,intel uhd graphics,https://cellphones.com.vn/surface-laptop-go-256gb.html,,,76,21590000,,0,surface laptop go,microsoft,intel,1035g1,8,256,12.4,60,,windows 10,,1536 x 1024,no,,aluminum,1.11,,no,278.18,,ips,no,,ssd,yes,15.69,yes,yes,205.67,1,intel
550,intel uhd graphics,https://cellphones.com.vn/surface-laptop-pro-7-core-i3-ram-4gb-ssd-128gb-12-3inch.html,,,49,15990000,5,2,surface pro 7,microsoft,intel,1005g1,4,128,12.3,60,43,,,2736 x 1824,no,,aluminum,0,,no,292,,,no,,ssd,yes,85,no,no,201,1,intel
551,intel iris xe graphics,https://cellphones.com.vn/surface-pro-7-plus.html,,,29,24990000,5,1,surface pro 7 plus,microsoft,intel,1135g7,8,128,12.3,60,,windows 10,,2736 x 1824,no,,,0,,no,292,no,ips,yes,,ssd,yes,85,yes,yes,201,1,intel
